0,1,2,3,4,5,6,7,8
결핵 검사지 발급,기숙사 입실하려면 결핵 검사지 X선 촬영 이 필요한데  토요일에 검사 받아도 검사지 당일날 발급이 가능한가요  ,호흡기내과,독감접종후 펌,초등 학년아이 독감접종후 당일 펌이나 염색해도될까요 부작용이 있을까요,호흡기내과,백신 접종후 감기약은 언제 먹을수 있는건가요,백신 접종 전에 목감기 왔는데 그냥 백신 접종했어요  백신접종하고 여러증상들 왔었고 다 괜찮아졌는데  목감기는 아직도 있어요  언제 아무약이나 먹어도 되는건가요 ,호흡기내과
만성 폐쇄성 폐질환 인가요 ,올해 나이는   살이고 흡연은 중 때부터 했습니다 고 때부터 호흡을 인식하고 편해지려면 숨을 크게 들이쉬어야 했고 요즘들어서는 숨을 크게 들이쉬어도 뭔가 막힌 느낌이들고 크게 쉬는걸 몇번 반복해야 편해집니다 검생을 해보가 만성 폐쇄성 폐질환과 증상이 비슷 한거같아 질문 드려봅니다,호흡기내과,너를 앓고싶다,앓고싶다 라는게 아프다 라는 뜻으로 알고있는데 너를 앓고싶다 라고는 말의 뜻은 어떻게 해석이 되는건가요  ,호흡기내과,C형 간염이 침을 통해서 전염 될 수 있나요 ,아버지가 c형간염에 걸리셨는데 평소에 반찬이나 간장을 각자 따로 덜어먹지 않고 먹는데 감염 될 수 있나요  ,호흡기내과
숨을 깊게 마시면 명치와 쇠골 사이가 막힌 기분 기침 가래가 나옵니다 ,숨을 깊게 마시면 명치와 쇠골 사이가 막힌 기분 기침 가래가 나옵니다   기침이 계속 나오고 가래가 코에서부터가 아닌 목에서부터 올라옵니다  숨을 깊게 마시거나 하품하면 쇠골사이가 확 막히는 느낌이나고 명치가 꽉 막힌 느낌나면서 기침이 나옵니다   노래부르기 위해 숨쉬면 바로 기침합니다   거의  주째인데 왜이러는지를 모르겠습니다  병원을 가야한다면 내과를 가야하는걸까요    너무 걱정되고 힘드네요   ,호흡기내과,코로나와 독감은 같이 맞아도 되나요,독감과  차 코로나 접종은 같은 날 접종가능한가요  아니면 어떤 순서로 얼마나 차이를 두고 맞나요 ,호흡기내과,허리피고 숨쉬면 현기증이 나고 눈앞이 깜깜해짐,왜이럴까요,호흡기내과
호흡이 힘듭니다 ,모더나  차 맞은지    일째 입니다   모더나  차를 맞고 대략 한달 정도 지난 후 부터 약간의 이상함을 느꼈고요  어느 날 이후 부터 버스를 타고 출근하는데 그냥 서서 버스를 타고 가는데도 호흡이 힘들더라고요  요새는 버스를 타서 서서 가면 호흡이 힘들어서 주저 앉고 싶을 정도 입니다  견딜만은 하지만요  숨을 크게 들이쉬어도 만족스럽지 못한 느낌이 들고요  요새는 그냥 걷거나 서있어도 힘듭니다  앉아있으면 괜찮은데 또 요새는 앉아있어도 살짝 힘든 느낌이 들고요   아침 출근 길에 특히 심합니다  출근하고 시간이 좀 지난 후부터는 괜찮구요 통증이나 발열 기침 가래 현상은 없습니다 ,호흡기내과,코로나  차백신, 월에 화이자  차 맞고  차는 안맞았습니다 시간이 꽤 많이 지났는데  차접종은 화이자 잔여백신 잡아서 접종하면 되는건가요 ,호흡기내과,항상 말할때나 노래부를때마다,쇳소리나고 갈라지고 삑사리나요    왜이런거죠 계속그럼,호흡기내과
코로나 감염 후 접종, 월  일 월요일 양성판정 받았습니다  격리해제는됐고 일상생활은 하지만 아직까지 감기처럼 가래및콧물증상은있습니다   차 맞은지   일이 경과해서  차를 맞아야하는데  코로나 양성판정받은 사람은  차 맞을 필요없나요   차 맞아야한다면  감기증상이 있는상황에선 맞으면 안되나요 ,호흡기내과,Mmr B형 간염 t dap 독감 백신,Mmr b형 간염 백신주사 맞았는데 일주일 후에 t dap이랑 독감 백신을 맞아도 될까요 ,호흡기내과,입사전 잠복결핵 검사 받아야 하는데 어디로 가야하나요,그냥 아무 병원이나 전화 해봐야 하나요,호흡기내과
기침 오랜 지속 폐아픔 숨쉴때도 포함,자가격리때 기침만 했었는데 자가격리 해제 후에도 기침 오랜 지속 폐아픔 숨쉴때도 포함해서 기침이 나아질 기미도 안보이고 기침할때랑 숨쉴때 폐가 조금씩 아픕니다,호흡기내과,cyfra    수치 질문이요  폐암 질문입니다 ,  세 남성 대학생입니다     월 중순에 폐 CT를 한 번 찍어봤는데  정상이 나왔습니다   그 후    월   일에 피검사를 받아 봤는데  cyfra    수치가 정상보다 높은    이 나왔습니다   추가적으로 다시 CT를 찍어 봐야 할까요   최근에 기침 심하진 않아요   가래 가 좀 끼긴 합니다  전자담배 액상형  흡연합니다 ,호흡기내과,폐결절이 나와서 걱정이네요,CT촬영에서 폐좌우로 결절  mm 두개  mm 두개 총  개가 발견이 되었구요  흡연은 대략   년 정도 한 상태구요  동네 병윈서 CT 찍었는데 의사가 큰병원 가서 진찰을 받을거냐 아니면  개월 단위로 CT 찍어 크기 변화를 볼건지 저보고 결정 하라고 하네요     크기가 크지 않아 변화 유무를 보려고 하는데 대학 병원가면 크기에 상관없이 조직 검사를 받을 수 있나요  흡연으로 폐암이 걱정이 되네요  폐암 가족력은 없구요  아버지가 췌장암 가족력이 있어요  복부 CT도 같이 찍었는데 정상이라고 하고 폐어서만 결정이 나왔네요,호흡기내과
폐 ct판독 부탁드립니다,판독 부탁드립니다  ,호흡기내과,폐렴검사 X ray로 하는데 흡연자 폐인지 확인할 수 있나요 ,안녕하세요 병원에서 한  주일 정도 더 있다가 X ray로 폐렴인지 확인해보자고 하는데 X ray로 찍힌 사진으로도 흡연자인지 구별 가능한가요  만약 가능하다면  주일동안 금연한다면 사진 상으로 구별하기 힘든가요 ,호흡기내과,왼쪽 갈비뼈 아래 통증,일어나서부터 갑자기 숨을쉬면 찔리는거 같은통증이 느껴지고 숨을 깊게 들이쉬면 더 아프네요 이거 어떻게 해야하나요,호흡기내과
오미크론 목아픔,다 괜찮고 목만 좀 칼칼한 느낌인데  기침도 안나요 혹시 오미크론일까요,호흡기내과,중  코로나 확진 혈전,중  남학생이고 어제부터 왼쪽 가슴부분 아프고 심장박동수 빨라지고 호흡곤란 증상있는데 찾아보니까 혈전증상이라 비슷해요  소화도 잘안되는거 같고 혈전 맞죠    코로나 확진으로 자가격리,호흡기내과,감기인지 코로나인지 모르겠어요  ,안녕하세요 제가 감기인지 코로나인지 구분이 안돼서 여쭤봅니다 목이 따갑고 콧물도 나오고 열도   도인데 코로나 인가요 독감이나 감기인건가요   ,호흡기내과
기관지염증상,명치 명치윗부분이 간질간질하고 기침이 나오려는 느낌이 들어요 열은 없고 가래는 평소에도 계속 조금씩 있었어요 만성 기관지염같은건가요 ,호흡기내과,운동 후 복통에 관해 질문 있습니다,저체중이라서 체력도 키울겸 살도 키울겸 이틀째 운동을 다니고 있습니다  근력 운동은 하체 운동만 했고요    유산소 운동을 좀 많이 했는데 하고 난 다음날 아침마다 배가 너무 아픕니다  뱃가죽이 등에 달라붙은 느낌      배고파서 그런 건 줄 알고 밥을 먹었는데도 여전히 아픕니다 괜찮다가도 숨을 들이쉬면 윗배가 아프고요     몸 안쪽이 아픈 거라 근육통은 일단 아닌 것 같은데 뭐가 문제일까요,호흡기내과,천식이 있는데 백신 맞아도 괜찮을까요 ,화이자 신청했는데 괜찮을까요 ,호흡기내과
기침 잠깐이라도 멎게 하는 법,동생이 심한 목감기랑 코감기가 걸려서 하루종일 가래 섞인 기침하는데 밥먹일때 입 안에 음식이 있을 때도 자꾸 기침을 해서 미치겠어요   거의 토할거처럼 기침을 해서    따뜻한 물 마시면서 먹이고 있는데 다른 방법 없을까요,호흡기내과,명치아프고 눈 황달,숨 들이쉬면 명치쪽통증이 심합니다 숨 쉬기가 불편하구요 걸을때도 아프구요  어제 초음파검사 x레이 검사 다 해봤는데 아무이상이 없다고 하구요  어제는 많이아팠는데 오늘은 어느정도 참을만 하구요 하지만 아파요  근데 오늘 얼굴이 노란빛으로 보이고 눈에 황달도 눈에보이게 선명하게 보입니다  뭐가문제일까요  ,호흡기내과,아스트라제네카 백신과 세파제돈 알러지,다음주에   세이신 아버지께서 아스트라제네카 백신 접종 계획이신데요 예전에 세파제돈 주사인지 약인지 투여하고 나서  구토  호흡곤란이 오는 부작용이 있었다고 합니다  그리고 고지혈증과 당뇨경계 단계에 있으신데   백신 맞아도 괜찮을지요     세파제돈에 대한 알러지랑 아스트라제네카 백신이랑 크게 연관은  없는 것인지가 제일 궁금합니다   답변 부탁드려요    ,호흡기내과
코로나 양성 판정 받고,지금 코로나 양성 판정 받았는데요 어제부터 열은     에서 안떨어지고 기침도 소리가 심각하고 목은 숨쉬기 힘든데 새벽일때 그런거면     불르라고 하는데     와서 뭐하는건가요 ,호흡기내과,건강검진 결과,숨이 쉬기 힘들때가 있고 심장이 딱 흠칫하면서 멈출것 같은 느낌이 있어 건강검진 받았는데 이렇게만 오고 다른 연락은 못받았는데 더 정밀검사를 받아야 할까요   검사를 받는다면 어떤 검사를 받아야할까요,호흡기내과,콧물 재채기 기침     도     도 정도 온도인데 코로나 검사를 받아야할까요 ,콧물 재채기 기침     도     도 정도 온도인데 코로나 검사를 받아야 할까요  후각 미각 상실 근육통 이런건 아예 없었어요,호흡기내과
자가격리 끝났는데 기침을 계속해요 병원가면 안 되겠죠 ,제목 그대로 입니다 양성판정을 받고 자가격리  일 끝났습니다  근데 기침이 멈추질 않아요   마른 기침을 계속하니 당장 다음 주 부터 출근해야 하는데 불안하고 시판 약은 정말 이렇게 많이 먹어도 될꺼 싶을 정도로 먹고 있어요 확진된 날 부터 시럽약 알약 다 먹고요 쌍화탕도 먹어봤어요 근데도 안 나아요   ,호흡기내과,숨이 답답하고 한숨을 크게 하면 숨을 잘 쉬어지는것 같아요,안녕하세요  전 고 이고 이제 한달만 있으면 고 가 되는 여학생 입니다  저가 어릴때 심장 수술을 한적이 있었는데요  진짜 어릴때  살   살때 한적이 있는데요  갑자기 이번에 숨쉬는게 답답해서 한숨을 크게 한번 쉬면 다시 숨쉬는게 괜찮아 지는것 같고 앉아 있던가 아님 누워있다가 일어나면 어지러워요  잠깐 걷고 침대에 눞던가 앉으면 숨이 너무 차 있어서 한숨을 크게 한번 하면 또 괜찮아지고 그게 하루에 왔다갔다 해요  그냥 누워만 있어도 답답해서 한숨을 크게 쉬고 한번이 아니라 한숨을 연달아    번은 합니다 이걸 어떻하죠   작년 겨울까진 시술도 하고 병원도 자주 갔는데   그리고 겨울에 계속 입원도 했었고 지금은 요즘 많이 안아프면 안가거든요   갑자기 이러네요   병원에선 호흡기를 하고 있어서 호흡기 때문에 습관이 된거 일까요    지금 누워서 폰하는데 숨 쉬는데 코로 숨쉬는데 답답하고 숨 소리가 크게 들리네요   학교에서 뛰어다니고도 숨소리가 넘 크고   요즘은 마스크를 껴서 더 그러네요   학교도 계단 오르막길이고  학년이라  층이여서 걸어서 계단으로 올라가요 ,호흡기내과,천식환자 코로나 백신 접종 질문드립니다,저희 어머니께서 천식을 앓고 계시며 평소 몸이 많이 피곤하시고 면역력이 약하십니다  알레르기 주사를 맞고 온몸이 빨개져서 응급실을 간 적이 있으며 곧 정상으로 돌아오긴 했습니다  멘소레담 같은 일반의약품에도 과민반응을 보이는 등의 경험이 있습니다  나이는   대 초반이십니다   이런 상황일 때 코로나 백신을 맞아도 되는지 전문가의 의견을 여쭙고 싶습니다  맞게될 백신은 아스트라제네카입니다  도움주셔서 감사합니다 ,호흡기내과
코로나 증상,제가 기침도 나오고 가래도 끼는데 증상에 설사도 있더라고요  제가 설사똥 잘 안 싸는데 공복에 불닭 우유 개 먹어서 그런걸까요      아니면 코로나 증상인가요 열도 살짝 나는 거 같아요,호흡기내과,Pseudomonas aeruginosa균에 쓰는 권장 항생제,Pseudomonas aeruginosa균에 쓰는 권장 항생제가antipseudomonal   lactam   aminoglycoside or FQ 인데 중간에   는 무슨 뜻인가요 ,호흡기내과,왜이럴까요  ,초 인데요   어제부터 머리가 아팠어요 가끔 편두통이 와서 그런가보다 하고 있었는데요 원래 약먹고 쉬면 괜찮아지는데 오늘까지도 아파요 지금은 가만히 있어도 멀미나고 목구멍을 혀로 막은 듯한 느낌이 들고 숨이 잘 안 쉬어져요   근데 혼자 있으면 괜찮아지는데 왜그런지 좀 빨리 답변부탁드려요  ,호흡기내과
코로나 확진 후유증,  일에 검사를 하고   일에 코로나 양성 판정이 나왔습니다        일  일간 피로감과 약간의 미열과 근육통  꽤 심한 두통과 콧물  가래가 있었고 기침도 심하진 않았지만 약간씩 있었습니다   그리고   일에 점차 완화가 되어갔으며   일 새벽인 지금은 코막힘을 제외하고는 거의 증세가 사라진 상태지만 코막힘이 심해질때만 약을 먹고 있는 상태입니다   약은 증상이 심한      일에는 점심 저녁 두번씩 먹었고      일에는 코막힘이 심할때만 한번씩 먹었습니다   현재 제 상태는 이러한 상황이고  이제부터 드리는 질문에 참고해주시면 감사하겠습니다   걱정되는건 탈모나 폐기능 손상  잦은 피로감같은게 후유증으로 남을지도 몰라서 따로 검사를 받아볼까 합니다   사실상    일정도만 코로나 감염에 시달렸던 것 같은데 코로나 후유증이 있을까요  앓는 기간이 짧을수록 코로나 후유증도 없다고 들었던 것 같아서요  현재 특별히 후각과 미각에는 이상이 없는 상태입니다   백신 접종은  차까지 모두 마쳤습니다  매크로나 광고성 답변은 하지 마세요,호흡기내과,헬리코박터균 효소 호기 검사를 음료수먹고하면,헬리코박터균  차 치료를 받고  위소화도잘되서  치료잘된것같아서   공복에 오랬는데   시간전에  미에로화이바를 먹고 갓는데     양성이 나왔는데    양성이 잘못나왔을수도 있나요   아니면 양성맞나요   헬리코박터균 효소호기검사 공복에 안하면 양성으로뜨기도 하나여    차제균  위가아프거나 소화가 안되진안는데 한  년뒤에 해도될까요 ,호흡기내과,결핵증상 관련 하여 질문 드립니다,제가 뉴스를 보며 결핵 관련하여 걱정 하게 되었는데 제가 그 전에는 감기에 걸려 비염하고 겹치면서 기침 가래 코막힘 코흘림 현상이 있었는데 이틀 후 기침 코막힘 코흘림 등은 사라 졌지만 지근 현재 일주일째에 가래와 약간의 코흘림 현상이 있는데 결핵 하고 관련이 클까요    물론 이번에 검사는 받아보려 합니다 그래도 불안한 마음에 이렇게 질문 드립니다  ,호흡기내과
오미크론 완치,오미크론 확진 후 완치가 돼도 양성이 계속 나온다는데   안 옮기는 게 맞나요  완치의 기준은 뭔가요  안 아프면 완친가요 ,호흡기내과,감기인가요,목 좀 많이 아프고 콧물 오지게 나오고 기침은   많이 없는거같음 설마   아니죠 ,호흡기내과,일반 감기인가요,일주일째 기침이 계속되고 목도 계속 아프고 이러는데 코로나는 아니겠죠  열은 계속 정상 체온이였습니다,호흡기내과
이건 코로나인가요 오미크론인가요  몸살일까요  ,아침에 일어나자마자 침삼킬때마다 목이 따갑더라고요 그래서 따뜻한물을 마시고 목을 따뜻하게 해놨거든요 목은이제 침을 삼킬때마다 별로 안따갑지만 몸이 막 오한이라고해야하나  너무 춥더라고요 그때부터 열이        을 오르락내리락하더라고요 잠바까지입고 매트에 올라 이불을 덥어야지 조금 살것같더라고요 해열제를 먹고나니 열이   도가 되었는데 지금은 또 춥기만하고 머리도 어지러운것같아요 기침은 나지않았고 콧물이 조금 나요   어제랑 그저께 코로나 키트해봤는데 음성이나왔거든요     정말 몸살이면 좋겠네요    ,호흡기내과,어깨쪽에 숨쉴때 마다 아픈데 왜 아픈가요  ,빠른답변 부탁드려요  ,호흡기내과,잠복 결핵검사,잠복 결핵 검사를 받았어요 비용은       원 들었고요 이런식으로 진단이 나왔는데 맞는 건지요  취직을 해야 해서 받았는데 정말 뭔가 좀 아닌 거 같다는 생각이 들어서 올려봅니다 답변 부탁드립니다 검사결과에 보면 네거티브 라고 적혀 있는데 이건 뭔가요  다른거는 없고 이렇게만 있어요 이렇게 제출하면 왠지 다시 해야 되지 않을까 해서요 답변 주시면 감사하겠습니다,호흡기내과
이것도 코로나일 수도 있나요 ,며칠 전에 아빠가 좀 아파하시다가 약 먹고 금방 나았는데 하루 이틀 정도 간격으로 오빠  엄마  제가 순서대로 아팠는데 그냥 열도 하나도 안 나고 단순 목감기 증상같이 목아프고 기침만 조금 나서 종합감기약 먹고 또  일 정도 지나니까 이번엔 목은 안 아픈데 코감기가 걸려서 콧물 나고 그러네요 보통은 감기걸렸다고 해서 이렇게까지 빨리 전염되지 않을텐데 전염이 빠르니까 오미크론인지 먼지 모르겠네요 오미크론이 듣기로는 증상이 가지각색이라 많이 아픈 사람도 있고 아예 무증상인 경우도 있다고 하니 헷갈리네요 참고로 저희 가족 전부 백신  차까지 다 맞았어요,호흡기내과,코로나 검사,제가 감기에 걸려서 콧물도 나고 코도 헐고 목도 헐고 했는데 열은 안 나거든요 코로나 검사를 받아야 할까요 제가 받으면 가족들까지 받아야 하나요 ,호흡기내과,결핵진단서,잠복결핵진단서와 폐결핵진단서는 다른건가요 ,호흡기내과
미국에서 효력 있는 백신,노바백스 부스터샷도 포함인가요 ,호흡기내과,x ray 페 좌상엽 음영 증가,건강검진에 저렇게 나와서 CT 찍을 예정인데요  그때까지 너무 무서워서 질문 올립니다  혹시 어떤 진단을 받게 될 수 있나요  막상 ct 찍었는데 괜찮은 결과가 나올 수도 있나요     ,호흡기내과,독감백신이랑 AZ 백신  ,저는 독감 주사를맞으면 반응을보여서  번이나 주사맞은뒤 독감을 앓았는데 AZ 백신 맞는건 괜찮을지 걱정입니다   연관성은 없을까요 ,호흡기내과
심각한 병인가요   ,할아버지께서 한달정도 전부터 기침 자주 하시는데 병원가서 폐 찍어보니 폐가 하얗고 코로나가 살짝 붙어있다고 검진결과가 나왔는데요 코로나 검사는 계속 음성 나와서 코로나는 아닌거같구요  계속 기침하시고 가래 살짝 있으신거같고 잠 잘때 숨소리는 괜찮아요 동네 병원에서 폐 사진 찍고 큰 병원 가보라해서 예약하고 오늘은 상담만 하시고 오셨고 이제 하나씩 검사 예정입니다  대충 어떤 병인지 미리 알고싶어 물어봅니다   그리고 전에 위암 수술로 위가 없으신 상태로 알고있습니다,호흡기내과,폐렴예방접종,  년생 만   세   년   월 폐렴  다당질  보건소에서 무료 접종을 하셨습니다 혹시 추가 접종 해야 될까요  폐렴 다당질 은 추가 폐렴    맞아야 되는 건 아닌지    궁금합니다 꼭 정확한 답변 부탁 드립니다,호흡기내과,코로나 기침 질문,얼마전부터 한두번씩 기침하더니  일쯤 지난 지금은 가레가 목에 들러붙은 기분이고 말을 많이하거나 목이 건조하면 기침이나고요 말을 안하면 잘 안납니다 지금도 코랑 목쪽에 가레가 들러붙은 느낌이네요 열은 없고요 똥도 잘나오고 턱걸이를 해서 그런지 팔이아프긴합니다 밤에 입을 열고잤는지   아닌지 모르겠고요 근데 그런 거같긴해요 코로나는 아니겠죠,호흡기내과
코로나 검사,여자친구 부모님이 양성이고 여자친구는 오늘 검사받았어요 여자친구랑 저는 저번주 토요일에 만나고 그 이후로는 안만났습니다 여자친구가 양성이면 저도 검사 받아야될까요  ,호흡기내과,기관지 내시경,흡연자가 기관지 내시경을 하게 됬을 때 검사하고 나면 흡연을 한 사람인지 아닌지 내시경만으로 바로 구분 가능한가요 ,호흡기내과,류마티스와 폐섬유증에 대한 근로능력 질문이 있습니다,제 아버지가 현재 류마티스와 폐섬유증으로 산정특례 대상자가 되어 있습니다  폐섬유증에 경우 진행이 좀 되었다고 합니다  손에 쥐가 나는 경우도 있고 류마티스 관절염도 겹쳐 오랫동안 일하기엔 전 어려워 보이고 지금은 일을 못하고 누워계십니다  조금 걷다 보면 숨이 차시고 힘들어 하시구요  확실한건 의사 외래 때 의사가 판단을 내려주겠지만 류마티스와 폐섬유증으로 대학병원에서  개월 이상의 치료를 필요로 하고 근로능력이 없는 사람을 판정받는 경우가 있을까요 ,호흡기내과
모더나  차 백신 어제 접종 후 편도염이 올라왔습니다  이 약 먹어도 될까요 ,지난주에 편도염이 올라와 병원에서 처방받아서 반쯤 먹고 남은 약입니다  어제 백신 맞았더니 다시 편도염이 올라왔는데 이 약 먹어도 될까요    코로나 검사는 수차례 하였고 모두 음성입니다 ,호흡기내과,산소포화도가       밑으로 떨어지는 경우도 있나요  ,   이하면 위험하다던데,호흡기내과,숨 쉴때 왼쪽 폐  안쪽이 아파요,숨 쉴때 왼쪽폐가 다 안펴지는 느낌이 나면서 폐  가장 밑부분쪽이 아픕니다   어느 병원에 가서 진료를 받아야 하나요  ,호흡기내과
천식 관련 질문,강아지를 씻길 때마다 숨이 턱턱 막히면서 천명음이 심하게 나고 평상 시에도 숨을 크게 쉬고 내쉴 때마다 천명음이 나요 천식인가요  어디 병원 가서 어떻게 진단 받아야될까요,호흡기내과,왼쪽 가슴 밑 갈비뼈 안쪽 통증,왼쪽 가슴 밑 갈비뼈 안쪽이 폐 인지는 모르겠는데 갑자기 너무 아픕니다 쿡쿡 쑤시는거 같구요 숨을 들이 쉴때도 그렇고 가만히 있어도 아픕니다   몸에 이상이 있는걸까요  중 인데 너무 걱정 됩니다  ,호흡기내과,폐렴주사 접종 후 아스트라제네카 백신 맞아도 괜찮을까요 ,약   일전 폐렴주사를 접종했는데 아스트라제네카 백신을 맞아도 괜찮을까요   너무 근접하게 섞어 맞는것 같아서 불안해서요   ,호흡기내과
코로나 양성 판정 받고 격리해제됬는데 궁금한게 있습니다 ,   격리해제 됬는데도 계속 기침 및 콧물이 많이 나는데 전염성은 없는건가요      기침 증상이 심해서 대중교통 이용하고 회사 출근하니깐 사람들이 계속 째려보는데 이러한 증상 완화를 위해서는 뭐가 좋을까요      코로나 후유증으로 기침 증상이 남을 수가 있나요 ,호흡기내과,티비 예능에서 밀가루놀이 호흡기유해성 질문,TV 예능에서 밀가루를 벌칙 게임으로 사용하는 방송들이 많은데  밀가루도 호흡기로 들어가게 되면 호흡기건강에 많이 안좋지않나요 ,호흡기내과,   일 동안 기침이 계속 나와요,처음에는 목감기 증상이 나타났었는데 원래 제가 이맘때 목감기 증상으로 목이 부은거같은 증상이 나타나서 아무렇지 않게 약먹고 그랬어요  근데  일 정도 지나니까 목이 부은 현상은 나아졌는데 기침이 계속 나오더라고요    목감기 증상있었을 때도 열은 없었고 지금도 열은 없는데 이거 혹시 코로나 증상 의심해봐야하나요    ,호흡기내과
궁금한거 있는데요,제가 목감기랑 코감기가 동시에 와서 목 따갑고 코 막히고 기침하고 머리 어지럽고 가래까지 있는데 어느 병원에 가야될지 고민이여서요    목감기랑 코감기 약을 먹고는 있는데 소아과에 가서 지은 약이라 효과가 있는지 모르겠네요 나이는 올해   살 되는 여학생입니다 제발 어느 병원 가야되는지 알려주셍 요,호흡기내과,폐렴에방접종에관해,병원에서   세 이상 노인에게 폐렴 예방접종을 한번은 무료로 하고 다음부터는 유로 라고 하는데 코로나예방 접종처럼    차례 맞아야 하는것인지  아니면 독감백신처럼 매년 맞아야 하는데 올 한해에 한해서는 무료라는 의미인지  그리고 폐렴 구균    다당   를   세 이후 접종한 사람은 새로 접종 할 필요가 없다는 건 무슨말인지 알 수없어서 문의드립니다,호흡기내과,흉부 xray관련 질문,그냥 일반 동네 내과가서 xray찍어도 폐암 폐렴등을 확인할수있나요 ,호흡기내과
폐 ct 결과해석 부탁드려요 ,별이상 없다는것 같은데 맞나요        월에도 찍었었어요 해석 부탁드립니다,호흡기내과,레진아트먹음,레진아트 하다가 음식이손에뭇어서먹었는데 입에레진이 같이 들어간거같아요   쓰고요    괞찮겠죠   죽거나그러진않겠죠  아직 굳제않은상태인데  ,호흡기내과,잠복결핵 양성이 나왔어요,신검 받고 잠복결핵 양성이 나왔는데 치료를 받으면 약을 먹어야 하잖아요  약을 먹은 상태에서 막 운동이나 알바 등 이런 활동들을 해도 되는건가요 ,호흡기내과
딸꾹질 하고 나서 폐가 너무 아파요,어제 딸꾹질 너무 심하게 하고 오늘 일어났는데 숨쉴 때 마다 폐가 너무 아픕니다   빨리 낫는법 있나요 ,호흡기내과,폐렴 예방주사 접종효과 및 간격 문의,독감 예방주사를 맞으러 가니 폐렴 예방주사도 동시에 맞으면 좋대서 독감 예방주사   폐렴구균백신   가  프리베나    를 맞았습니다   사전 지식 없이 얼떨결에 맞고  지금 찾아보는중인데 어떤분은 건강한 성인  나 은 가격대비 효과가 높지 않아 권고사항이 아니라는데 뭔가 병원에 영업당한 기분이고요        싸지도 않던데         현재 건강한 성인  대입니다       가 맞았으니   가는 고령 만  세 이상 에 나라에서 시행하는 무료백신 맞으라던데  맞나요      아빠가 몇주전에 나라에서 시행하는 폐렴구균백신  가를 맞으셨는데 생전 맞은 적 없으심       주후에   가를 맞으랬다네요  그런데 인터넷엔  년후에 맞으라고 되어있는데        주후에 맞아야하나요   년후에 맞아야하나요   전문가의 답변 받고 싶습니다 ,호흡기내과,만약에 코로나 보균자가 ,만약에  옷가계 같은곳에서   코로나 보균자의  콧물등이 묻은  옷을 다른 사람이  접촉 햇을시에도   그 바이러스가  감염이 되는건가요     ,호흡기내과
위내시경 후 피나옴 답변부탁 ,저희 엄마가 어제 위내시경 후 너무 고통스러워 하셨는데 오늘 피가조금 나오셨대요    위내시경을 여태하셨지만 피가나온적은 이번이 처음입니다   혹시 이거 문제 있는건가요  주말이고 밤이라 해당병원에는 연락할수없어서 글올립니다 ,호흡기내과,독감접종 후,독감접종 맞은지 이틀이 지났는데 팔은 괜찮은데 겨드랑이 쪽 안에 혹같은게 느껴져요 왜 그러는 걸까요,호흡기내과,알려주세요,결핵검사 할때 땀나면 안돼요 ,호흡기내과
흉부전문의사 선생님들   제 엑스레이 사진 좀 봐주세요   ,결핵 앓은적 있냐고 들었는데   결핵 걸린적 없어요 폐가 많이 안 좋나요    가끔 양치하다가  운동하다가 갑자기 폐 쪽에서 폐포 터지는 느낌 나면서 아프거든요 순간적으로만 그래서 그냥   년째 살고 있어요  ,호흡기내과, 주동안 명치 쪽이 쑤시듯 아파요,아픈지는 한  주정도 됐구요   그때부터 뭔가 명치쪽이 답답한 느낌이 있습니다 특히 좀 허리랑 등 피면 그 느낌이 계속돼요 그리고 하루에   번 내외로 갑자기 확 아플 때가 있는데 누워있거나 숨 쉴 때 그 아플 때가 옵니다   어떤 느낌이냐면 누구한테 한 대 맞은 기분이에요   화이자 백신 맞은지는  달 정도 됐습니다  최근에는 역류성 식도염인가 싶어 건강검진 밑 위내시경을 하고왔는데 별 문제 없다고 하시네요     어디가 문제인 것일까요       집 근처  차병원을 가보려하는데 일단 어느 의료과를 가서 진료받아야 하나요  ,호흡기내과,결핵 양성   ,피검사해서 결핵균 양성이라는데 이거 폐결핵이라는건가여  예방하면 좋다고해서 약받긴했거든요,호흡기내과
코로나 확진자 재택치료 격리기간, 월  일에 pcr 받고  월   일에 확진판정 받았는데 자기격리 기준이 pcr 검체채취일로부터  주일이라 하셨는데 그럼 격리해제일이   일   시부터 인가요 아님   일   시부터 인가요   ,호흡기내과,백신 맞은 상태면 수액 못맞나요  ,감기가 심해서 기력 좀 회복하려고 수액 맞으러 병원에 갔는데 요새는 수액 맞으면 코로나 백신 부작용이 나타날 수 있다고 안놔주려고 한다고 안놔주려는 느낌이라 병원에서 나왔는데 맞나요    수액 맞으면 안되는건가요  ,호흡기내과,활동성폐결핵인가요 ,X ray 찍었는데 결핵의심된다고 나왔는데 그런가요 ,호흡기내과
산소포화도 폐,폐에 이상이 생기면 산소포화도 수치도 떨어지나요  산소포화도 정상인데 몸에 문제가 있을 순 있는건가요 ,호흡기내과,운동 유발성 천식,갑자기 뛰거나 그러면 숨이차올라서 과호흡등에 걸리는것인가요  그럴때 어떤 조치를 당장취해야 완화되나요,호흡기내과,코로내백신,결핵에 걸려서  개월 약을 먹엏는데 코로나백신 맞아도 될까요  궁금해요,호흡기내과
