0,1,2,3,4,5,6,7,8,9,10,11
코로나 초기증상이 일주일넘게  ,동거가족이 일주일 전에 코로나 확진되었었고 저는 확진자가 확진받은 그 날부터 분명 목이 살짝 아팠거든요   그래서 아 초기증상인가보다 했는데 동거가족이 격리 풀린 지금까지 계속 같은 증상이에요   원래 초기증상이 이렇게 오래 가나요  아니면 지금 제가 걸린건데 증상이 약해서 모르는건가요   ,가정의학과,코로나 걸렸는데용,저희 가족이 전부 다 걸렸는데 그럼 가족끼리도 다 붙어 있어도 되나요  그 사람이 썻던 물건도 만져도 되나요  만약 한 명이 완치를 하면 다시 재감염이 될 수도 있나용 ,가정의학과,코로나 의심증상인가요 ,우선 제가 아프기 시작한지 오늘까지  일차인데 인후통  두통  어지러움  식은땀  오한 발열 힘빠짐 등 증상이 있고 열       도 정도 올라갔다가           이정도로 왔다갔다 합니다 요즘 코로나를 의식해서인지 어제부터 음식 먹을때 맛도 잘 못느끼는것도 있는것 같아요  집에서 자가키트도 해봤고 병원이나 보건소에서 신속항원검사로는 음성나왔습니다  신속항원으로 음성이 나와서 주의해야한다고 들었는데 그냥 감기라고 생각하고 넘어가야하는지 걱정이에요  일동안 설사도 조금씩 했는데 오늘은 위쪽이 아프더니 배틀까지 나서 몸에 힘이 다 빠지고 힘드네요   ,가정의학과,코로나 증상,제가 저번주 토요일 오후에 열이나고 어지러워서 체온을 쟀더니   도가 넘었거든요 근데 이틀후인 오늘 쟀더니 정상체온으로 돌아왔어요  코로나 증상이 이렇게 빨리 없어질 수 있는건가요  검사를 해봐야겠죠,가정의학과
코로나 증상,목에 뭐가 낀것같구   콧물도 나오고  열도 뜨끈뜨끈하구여 저 빼고 가족이 다 걸렸어여  목이 너무 불편한데 신속항원검사랑 자가키트는 음성이 나왔어요 어떻게해야하져   학교 가는게 맞는거죠  너무 많이 빠져서   ,가정의학과,오래 앉아있을때 다리 저림,의자에서는 거의 안그런데 화장실에 좀 오래 앉아있다보면   분 이상  한쪽다리에만 쥐가 심하게 납니다 발이 제일 저리고 종아리까지 느낌이 무뎌져요 차가워지고요   혈액순환에 문제가 있는건가요  골반이 틀어져서 그럴까요   병원을 가봐야하는지 모르겠습니다 ,가정의학과,코로나 확진 검사결과오류,어제 신속항원검사로 양성이떠서 선별진료소가서 pcr검사를했는데 음성이나왔어요 같이검사한 딸은 양성이나왔구요   근데 코로나 증상이있거든요  목도따갑고 머리도어지럽고 냄새도잘못맡고 계속피곤하고 속이 별로안좋아서 오늘음성결과보고 자가키트해봤는데 또 두줄이였어요 남편도 열나서 신속항원겁사하니 양성이라 같이 pcr검사다시하고오긴했는데 증상이 있는데도 코로나가아닐수가있나요    그리고 검사결과가 잘못나올수도있는건가요 ,가정의학과,코로나 전염에관하여,퇴근후집에와서 마스크벗고 마스크 벗은뒤 비누로 머리감고 세수하고 등등 거품내서 씻고나서  쉬다가 무의식적으로 코를 팠는데 괜찮겠지요 ,가정의학과
코로나 목 부음, 일전에 코로나 확진을 받았습니다 약도 잘 챙겨 먹었는데 목 부음이 도대체 낫지 않네요   목이 너무 심하게 부어서 침을 삼킬때도 너무 고통스럽고 밥도 못먹습니다 목 부음 심할때 어떻게 해야되나요  해결책이 없을까요  약도 안듣는것 같아서 그래요   살려주세요 내공    걸어요   ,가정의학과,코로나 메스꺼움,제가 코로나에 걸렸는데 증상보니까 메스꺼움 구토 증세가 있던데요 제가 토하는걸 굉장히 싫어하는데 메스까움이 발생하는 이유가 두통이나 인후통 때문인가요   ,가정의학과,백신  차 후 후유증,제가    차 모더나 맞고  월   일 화이자로  차 맞았어요  통증은 접종부위만 뻐근할 정도로 심하지도 않고 오래 가지도 않았어요  근데  월   일에 약속때문에 나갔는데 날씨가 너무 춥더라고요    감기 걸릴 수도 있겠다 싶었는데    일에 약간 열 나면서 감기몸살 왔어요 밤에 약 먹으니까 멀쩡해져서 오늘    일 에 자가진단키트 해봤는데 음성 뜨더라구요  너무 불안해서    감기약은 밥 먹고 먹고는 있는데 기분탓인지 감기 기운 있는거 같기도 하고     아빠는 백신 후유증이 늦게 온거 같다고 하는데 진짜일까요    다들 어떻게 생각하시나용   ,가정의학과,미접종자 코로나 확진 후 고열,안녕하세요   심장이 조금 안좋은 편이라 부득이하게 백신을 못맞은   대 입니다   토요일 아침부터 목이 너무 아팠고 오늘 새벽 열이     도 까지 올라가서 선별진료소 갔더니 신속항원검사 결과 두줄이라 pcr 받았습니다     확진일 확률이 매우 높아 집에서 자가격리 하는데 열이 안떨어지네요     계속 타이레놀만 먹다가 혹시 몰라 방금 부르펜도 먹었는데    계속 열이 안떨어질 경우 어디에 전화해야 되나요     대라 응급실 입원은 힘들다하고 새벽에 고열로 쓰러질까봐 걱정입니다    저처럼 미접종자인데 코로나 감염증상으로 인후통   고열로 고생하신 분 계실까요   어떻게해서 나으셨는지 조언 부탁드립니다    ,가정의학과
배우자 확진 코로나 잠복기,배우자가 저번주 금요일 코로나 확진되었습니다  그래서 금요일에 병원에 방문하여 코로나 검사 받았는데 음성 나왔구요 토요일에도 방문하여 검사했는데 음성나왔습니다  월요일에 병원 방문하여 코로나 검사했는데 음성 나왔구요  오늘 화요일 병원 방문하여 코로나 검사하였는데 양성나왔습니다      이렇게 잠복기간이 긴 경우가 흔한가요  억울하네요     회사에서는 금요일부터 나오지 말라해서 출근 못하고 있었는데요  오늘 감염 확진받아서  일을 더 쉬라고 합니다   제가 하는 일이 거의 반 프리랜서  이런 개념이라 일을 쉬면 급여가 주는데요     마누라 땜에 나오지 말라고 하는 것도 월급이 줄어서 화가 많이 낫는데  확진이라  일을 더 쉬라고 합니다     ,가정의학과,코로나 초기 증상,어제 코로나 확진자랑 밀접접촉을 했는데요 오늘 아침부터 목에 가래가 끼고 침 삼킬 때마다 목이 따끔거리고 심장이 빨리 뛰어요 잠도   시간이나 잤는데 방금까지  시간이나 더 잤어요  몸도 조금 무겁고요 코로나 초기 증상인가요  자가키트 해보긴 했는데 음성 나왔어요,가정의학과,발톱과 발가락 살이 이상해요,   엄지 발가락 털쪽 살이 굳은살같은게 생겼는데 무엇인가요     두번째 발가락 발톱 왼쪽이 검은색이 지속적으로 있어요  무엇이고 어떻게 해결하나요 ,가정의학과,코로나 전파,코로나 완치자 입니다  코로나 완치 후   일 정도 지났는데 어제 같이 밥먹은 친구가 양성을 받았습니다  오늘 보건소에서 자가키트로 검사해보니 음성이 뜨긴했는데 불안합니다      양성 후 양성을 받으면 전파 되는것은 똑같나요    만약 잠복기라면 잠복기때 전파가 되나요    코로나를  번 걸리는게 흔한 일인가요 ,가정의학과
가슴이 답답함,숨을 크게 들이쉬거나 딸꾹질 하거나 웃거나 하면 뼈가 아픈느낌인데 왜이런가요,가정의학과,목 아픔  가래,확진자랑 키스 하고 같은 공간에서도 확진자 나왓는데 저는 자가키트 네 번 했는데 음성 떳어요 그리고 인후통이랑 가래같은 침도 나와요 키트에서 음성 나오면 학교 나와야 한다는데 그냥 가면 되겟죠   ,가정의학과,자고 일어나면 열이 나요,어제랑 오늘 아침에 일어났는데 두통이 살짝 살짝 오길래 체온을 재봤더니     도가 어제랑 오늘 두번 다 나왔어요 어제는 자가진단키트를 써서 음성인거 확인 후 타이레놀 복용하면서 잤었는데 오늘 아침에도 열이 또 오르네요   혹시 전기장판을 키고자서 그럴까요  근데 발끝이랑 손끝은 차요,가정의학과,정수리 부분 물컹 물렁,정수리 쪽에 물렁한게 있는데 지방종 일까요  이거 만져진지는 몇년된거 같은데 크기는 그대로거나 어쩔때는 없어진거 같을때도 있는데 뭘까요  혹시 혈액순환이 잘 안돼서 혈관이 부풀수도 있나요 ,가정의학과
성대결절 초기 증상인가요 ,매일 코노 한 번 가면   곡 이상 거의 한 달 정도 불렀어요  많이 부를 땐 코노  번도 가고 그랬는데 아무 증상 없다가 갑자기 어제부터 원래 올라가던 음이 목에 걸리면서 안 올라가고  억지로 올리면 내려올 때 쉽게 내려왔던 게 대부분이 공기소리  숨소리  로만 나와요   노래 부르고 가만히 있으면 목이 아주 살짝 엄청 조금 아프긴 한데 코노가 제 대학생활 낙인데  성대결절 초기증상인가요 ,가정의학과,오미크론 확진 후 기운없음 관련 질문입니다   ,  대인 엄마가 코로나 확진 판정을 받았는데  기운없음과 속 메스꺼움이 해결이안됩니다 비대면 진료로 병원에서 약 처방을 받았는데 그걸 먹어도 기운없음과 메스꺼움은 도저히 나아지질 않아요 뭘 어떡해야 할지 모르겠습니다       기운이 없는건 어떻게 해결을 해야하나요  기가 계속 빠지고 온몸에 힘이 빠지고 없대요    기운이없어서 식욕도 없어서 밥도 못먹고 죽만 먹고 있네요   죽도 겨우 먹습니다  다른 증상은 거의 없거나 미미하고 기운없음 메스꺼움 설사 이 세가지가 너무 심하셔요     엄마가 너무 힘들어합니다  기운없음을 해결할 방안이 있을까요   ,가정의학과,메스꺼움  힘없음,스무살 여자인데요 이틀 전부터 뭐만 먹으면 속이 울렁거리고 토할 것 같고 감기 걸렸을 때처럼 몸에 힘이 없는데 이거 왜 이런 건가요 감기나 코로나 증상은 아무것도 없어요,가정의학과,공무원채용신체검사 질문,안녕하세요 이번에 병원직에 취업하게돼서 공무원채용신체검사를 받아야하는데 질문하고 싶은게 있어서 질문드립니다  공무원채용신체검사에     잠복결핵 IGRA  검사 수치 역가표시 필수     B형간염검사    홍역항체검사  이  가지 항목의 결과도 포함돼 있는건가요  아니면 따로 받아야하나요   같이 재출해야돼서 포함돼있는건가 궁금해서 여쭤봅니다,가정의학과
음식이 코로 올라와요   ,음식이 코로 올라와요    한 두번이 아니고  밥을 먹을때 마다 그렇습니다    밥을 먹으면  밥풀이 코로 올라와서 심한 재채기를 여러번 하고  코를 여러번 풀어야지 안정이 되요    귀에서 진물이 조금씩 나오는데  연관이 있을까요   ,가정의학과,생활치료센터 입소,만약 집에   대 이상 고위험군인 분과 같이 살고 있는데   살 관리대상x 이 코로나 확진 받으면 생활치료센터로 격리 들어갈 수 있나요   고위험군과 같이 살고 있어서 감염 우려의 이유로요     집이 좁고 환기가 잘 안되기도 하고  화장실이 한개라서요       거주지역은 평택입니다  이러한 이유로 입소 가능한 지 여쭤봐도 괜찮을까요 ,가정의학과,코로나 pcr검사,가족한명이 자가키트로 양성판정이 나와서 저는 신속 후원 검사  거기서 하고 음성이 나왔는데 pcr검사를 해서 만약 양성으로 확정이 된다면 저도 또 pcr검사를 해야되나요 ,가정의학과,겨드랑이 멍울 급해요,오늘 하루종일 겨드랑이쪽이 아파서 집에와서 아픈곳을 누르다보니 멍울같은게 만져집니다 움직일때마다 아프고 누르면 더 아파요 왜 이런겁니까 ,가정의학과
자려고 눈감았는데 숨이 잘 안쉬어지고 가슴 살짝 아픔 답답,자려고 눈을 감았는데 숨이 시원하게 잘 안 쉬어지고 가슴이 살짝 아프고 답답한 느낌이 있어요 못 자겠네요,가정의학과,코로나 잠복기,제가 토요일에 코로나 걸린 친구하고 놀았는데 물론 마스크는 안 벗었어요 그래서 일요일에 자가키트로 검사해보니깐 음성이 나왔습니다 어제는     였고 목만 조금 아팠는데 오늘은   도까지 올라가고 목이 걸걸해지고 아픕니다 그리고 오늘 자가키트 해봤는데 음성 나왔고요 이거 코로나 인가요    ,가정의학과,코로나   자가격리 기간,  일날 신속항원검사  pcr검사 둘 다 양성나와서 현재 자가격리 중인데요  저희 어머니랑 회사직원분께서는 자가격리 시작하고    일지난 후에 다시 검사받고 음성나오면 바로 일상생활해도 된다는 말씀을 들었다는데  보건소에서 온 문자에는  일 자가격리기간이라고 써있었는데 뭐가 맞는건가요  참고로 저는 백신  차까지 접종완료 한 달 지난 후에 확진됐습니다 저는 아직 인후통 증상도 있고  목 잠기고 코 막히고 약간의 어지러움증도 있는데 저렇게 말씀하시니 참 알 수 없네요    빠른 답변 부탁드려요,가정의학과,진통제 항원충제 동시 복용 질문,산부인과에서 후라시닐정  무코바정을 처방 받았고  정형외과에서 록스펜정  유타렌투엑스정  타세놀 시간이알서방정을 처방 받았습니다  이 두 군데에서 처방받은 약물을 동시에 복용해도 되나요   감사합니다 ,가정의학과
항히스타민,비염으로 인해 항히스타민을  달정도 복용했는데 입안이 바짝마르네요  부작용같은데 치료법은 어찌되나요  완치 안되나요    너무 힘드네요,가정의학과,갑상선수치요 ,Tsh      t       t       갑상선수치가 이렇게나왔는데  개월전에는 정상범위였는데 갑자기 이럴수 있을까요  채혈때 몸이않좋았고 전날 힘나라고 링겔맞은게 영향이있을수 있을까요 ,가정의학과,코로나 부스터샷 맞고 몸 상태가 좀 안 좋아요   ,  대 후반 여성이고요 아니 피곤한 건 피곤한 건데 이 코로나 접종 맞은 이후부터 생리 주기가 완전 엉망진창이거든요    차 때는  주 동안 내내 생리를 해서 걱정했는데  차 맞은 다음에도 잠깐 부정출혈 있은 다음 거의 수개월 가까이 안 하더니 어제 부스터샷 맞고 잠들고 수 시간 지났더니 바로 하더라고요     차를  월에 맞았습니다   그 전에도 좀 불균형하긴 했는데 그래도    달 간격으로 하던 게  확 없어졌다가 확 나타나니까 환장할 노릇이에요    차 때는 두통도 칼로 찌르는 거같이 심했던 적이 있어서 좀 불안해요  지금 부스터샷 맞은 이후에도 머리가 좀 어질어질하고요  팔 근육도 아직 약간 뻐근한 게 좀 쉬어야 할 거 같아요   생리 주기 엉망된 건 대체 뭐 해야 되나요  너무 난감한데요  부스터샷 맞고 한    일은 그대로 쉬어야만 하나요   그래도 안전하려고 백신 맞는 건데 몸에 자꾸 이상한 증상 생기니까 걱정되네요    세번 다 화이자 맞았어요  검색해보니 다들 이런 거 좀 있다던데 그냥 넘어가도 되나요 ,가정의학과,허벅지가 튼 거 같아요,갑자기 이렇게 됐는데 이거 왜 이러는 걸까요   ,가정의학과
발톱 좀 봐주세요 어디 부딪힌 기억은 없고 통증도 없습니다  근데 이게  주일전부터 보이다가 점점 진해지는거같아요   뭘까요  병원은 어디로 가,발톱 좀 봐주세요  어디 부딪힌 기억은 없고 통증도 없습니다  근데 이게  주일전부터 보이다가 점점 진해지는거같아요   뭘까요  병원은 어디로 가야되나요,가정의학과,발가락 까만점  흑색종 ,안녕하세요   주 전 부터 발톱에 작은 까만 점이 보여 어디에 찍힌줄 알고 신경안썼는데  또하나가 발견됐어요  뭐죠 이게     알려주세요 ,가정의학과,도와주세요   체중이 갑자기 의도하지 않았는데 빠지고 있습니다 ,  대 후반 남성   고혈압약 복용중   년    최근 집에서 잰 공복혈당           키    cn  체중  월  일  월  일까지             보통 많이 먹으면 살찌고 적게 먹으면 살빠지는 정상적인 패턴이었습니다   근데 평소랑 똑같이 먹고 평소랑 똑같이 움직이는데 갑자기 패턴이 이상해졌습니다    월  일 아침       월  일 재지못함  월  일 아침     월  일 밤       월  일 아침       월  일 오전  시         월  일 아침    월  일 오전  시    일 조금 넘는 시간동안             로    kg나 빠졌습니다     최근 손발이 저리고 상체 통증이 있는데 이게 아침에 일어나면 심하고 움직이면 괜찮아지고 진통제  근이완제 먹으면 괜찮아지는 상체 통증이 몇달째 유지중입니다   잇몸 어금니쪽 붓기가 몇달째 안빠지고 있고 얼마 전에   일 정도 생식기쪽에 불편한 찌릿한 느낌도 있었다가 사라졌습니다    일단 아침 내과에 방문해서 건강검진과 피검사 당화혈색소 까지 받고 왔습니다   체중이 빠지고부터 지금 신경이 너무 쓰여서 입맛도 없고 배도 고프지 않습니다    당뇨가 원인이 아니면 저는 어디 병원에 어떤 검사를 받아야 하나요   의사 선생님들 도와주세요   ,가정의학과,뭘 발라도 건조해요,방학이 되자 건조함이 저를 괴롭히기 시작했어요 건성에게 좋다는 직빵 수분크림을 쓰기도 했었고 몇시간마다 계속 수분크림을 바르기도 했었는데 계속 뭘 발라도 건조해요 가습기를 틀거나 물을 계속 마시고 속건조에 좋은 제품을 발라도 계속 건조하고 건조함때문에 밖을 나가지도 화장을 하지도 못하니 진짜 죽을 것 같아요 도와주세요 제발     ,가정의학과
종아리가 허벅지만큼 두꺼워서 스트레스,종아리가 허벅지만큼 두꺼워서 스트레스에요    만져보면 살인거 같기도 하고 잘 모르겠네요 아무튼 너무 스트레스 받는데 종아리 어떻게 살을 빼는게 좋을까요 ,가정의학과,오미크론 목아픔 증상만 있을수 있나요 ,주말에 확진자랑 밥을 먹었는데 가만히 있을때 콕콕 찌르는것 처럼 너무 아파서 자가키트  번 했는데 음성 나왔고 병원가서 신속항원검사 했는데 음성 나왔는데 혹시 몰라서 의사 소견서 갖고 PCR검사 하고는 왔는데 낼 결과를 봐야 알겠지만 원래 오미크론이 점점 목이 더 아파지고 귀까지 아파질수 있나요  그리고 잠복기에는 음성이 나오고 몇일뒤 확진되신분도 계신가요 ,가정의학과,가정용 콜레스테롤 측정기 정확한가요 ,가정용 콜레스테롤 수치 측정기 대략적이라도 정확한건지 믿을만한건지  궁금합니다   혈당 측정기는 있는데 대략 맞는데요    콜레스테롤수치 LDL HDL 중성지방  측정기도  온라인으로 구매하려고 하는데 어느정도 정확한건지 문의드립니다   감사합니다 ,가정의학과,공복에 딸꾹질과 헛트름 많이 합니다,제가 며칠전부터 공복에 딸꾹질을 많이 하게 되었습니다  그래서 미지근한 물도 마시고 하는데 나아지지 않고 더불어 공복에 헛트름 속트름  까지 많이 하게 되네요    건강에 이상이 생긴거 인가요 ,가정의학과
자가키트 양성 자국,키트 돌렸는데 엄청 희미하게 육안으론 거의 안보이고 사진으론 좀 더 확실하게 보이는 양성 줄 있는데 원래 키트에 양성 자국이 있나요 ,가정의학과,가습기 틀면 기침,최근 오미크론에 걸렸다가 자가격리 풀린지 일주일쯤 됬습니다 걸린 뒤부터 목구멍과 입안  입술이 너무 건조해서 깨는 일이 너무 빈번해서 작은 가습기를 구매했습니다 세척 후 가동시켜 얼굴 가까히 대고 호흡했더니 기침이 너무 나요  생각해보니 코로나가 터지기 전에도 감기로 인해 병원에 내원했을때 이따금씩 가습기와 흡사한 기계 에서 나오는 수중기 같은걸 코와 입으로 들이마시라고 했었는데 그때도 항상 기침이 나왔어요 무슨 치료인지 명칭을 모르겠어요   이런 증상이 왜 나타나는지   혹시 무슨 병같은건 아닌거죠     호흡기랑 기관지 쪽이 좀 좋지않긴 합니다 천식 유무는 모르겠으나 비염 등을 달고사는 사람이긴 한데   그럼 촉촉한 가습기가 더더욱 좋은거 아닌지    왜 그런건지 궁금합니다,가정의학과,유당불내증이 갑자기 생길수도있나요 ,군대에서는 우유 되게 잘먹엇는데  이번에 운동하면서 우유에 프로틴 먹는중인데  처음    일은 괜찮다가 이후부터 좀 배에서 소리도 많이나고  설사도하고 안좋으진거 같은데  물에다 타먹으면 괜찮을까요,가정의학과,요즘 설거지 하고 나면 손이 쭈글쭈글해지는 이유가 뭘까요 ,보통 장시간 목욕탕에서 목욕하고 나왔을 때나 손이 쭈글쭈글해지잖아요   시간 넘게 뜨거운 물에 몸을 담그니까요  설거지는 몇 분 걸리지도 않고 당연히 제 손이 설거지한다고 쭈글쭈글해지지는 않았습니다 몇 주 전까지만 해도 말이죠  그런데  주 전부터 갑자기 설거지만으로도 손이 쭈글쭈글해지기 시작했습니다 끼지 않던 고무장갑을 갑자기 끼기 시작한 것도 아니고  주방 세제를 바꾼 것도 아니고  수세미를 바꾼 것도 아닙니다  설거지하는 시간이 갑자기 늘어나지도 않았습니다  여전히  분 내외입니다  물의 온도도 예전과 같은 온도로 합니다  모든 게 전과 똑같습니다   그런데 갑자기  주 전부터 손이 쭈글쭈글해지네요 제 몸이 아픈 걸까요  이게 어떤 생체 신호인지 알려주세요 제가 올해로   대 후반에 접어드는   살인데 나이랑도 연관이 있을까요 ,가정의학과
안녕하세요  예방접종 수두 a형 b형 간염  관련 질문드립니다 ,내년 병원 실습으로 인해 예방접종을 해야합니다   수두 a형 b형 예방 접종  당일 날 동시에 맞아도 되나요  궁금합니다 감사합니다 ,가정의학과,금단후증상으로 열이나는게 있나요  금연  일차인데 열이나고 오한이 나네요  시기가 시기인지라 금단후 오는 증상중에 열과오한이 있는지요    혹시,금단후증상으로 열이나는게 있나요  금연  일차인데 열이나고 오한이 나네요  시기가 시기인지라 금단후 오는 증상중에 열과오한이 있는지요    혹시 오미크론 코로나일까 걱정도됩니다만 다른통증은 없고 열과오한만 있어서요  답변부탁드립니다 ,가정의학과,밥 먹은 후,배부르게 맛있게 밥을 먹고  시간 지나니까 갑자기 손이 떨리고 몸에 힘이 빠져서 급하게 사탕을 먹긴 했는데 쉽게 안 가라앉네요 예전에 저혈압이 심하게 있었고 가끔 저혈압 증상이 나오긴 하는데 이거도 저혈압 때문일까요 ,가정의학과,식욕부진 원인,   여자인데 한 달 전부터 식욕이 너무 없어요  하루에 한 끼 정도만 먹고 이 한 끼도 요거트 하나 정도로 정말 조금 먹어요  살은  kg정도 빠졌어요  현재 키    에 몸무게   정도 나가요  그렇게 심하게 스트레스를 받는다고는 생각 안 했는데 정신적 문제일까요  아니면 원래부터 장이 안 좋았는데 소화기관의 문제일까요  병원을 가봐야 할까요 ,가정의학과
